,RecipeId,AuthorId,Rating
358450,1005,343262,5
358477,947,47892,5
358660,481,439927,5
358678,1157,227652,4
358782,556,462754,5
358807,104,349935,5
359215,1460,248023,4
359447,545,332253,5
359734,1005,243711,5
359751,2080,275006,3
359895,1085,42119,5
360171,657,342456,5
360305,822,175824,5
360514,198,454675,5
360532,930,464842,4
360702,747,465007,2
360764,860,397272,5
360859,536,59921,4
360939,76,340576,5
361165,1068,358796,4
361171,469,465827,5
361293,314,355885,5
361450,1438,217226,4
362321,952,99407,4
362330,1209,464430,5
362548,684,317696,5
362549,1209,317696,4
362654,673,232669,4
363039,346,457108,5
363185,809,416807,5
363443,550,362785,5
363463,481,143946,2
363478,809,30893,5
363837,947,187128,5
364005,607,362983,5
364191,153,51011,5
364223,469,337745,5
364695,947,274238,5
364881,76,451448,5
365013,56,41334,1
365364,1559,411660,5
365458,2072,271911,5
365569,860,191050,1
365638,271,111075,5
365761,2047,107583,5
365781,1401,471300,4
365957,481,391467,5
366013,1005,471623,5
366036,1217,402559,4
366041,860,291235,4
366161,693,160331,5
366395,62,175124,5
366400,809,470201,2
366634,916,472556,5
366687,550,446143,5
367086,72,349821,5
367419,267,149075,5
367556,468,469786,4
367820,916,314085,5
367942,59,70793,5
367967,76,474616,5
368227,648,53932,5
368289,76,352954,5
368752,198,284180,5
368903,437,347879,5
369518,809,67721,4
369862,468,133174,5
369896,552,333017,4
370207,322,222478,5
370438,810,402698,5
370501,56,10291,5
370877,314,224088,4
370964,860,67403,5
371134,1162,228218,4
371588,102,4291,4
371710,947,389971,5
372120,62,385678,5
372186,1209,376453,5
372335,536,55221,2
372399,1209,366487,5
372730,146,174711,3
373011,566,121992,5
373115,156,234062,3
373137,1209,140132,5
373140,102,140132,3
373248,1209,472514,5
373315,1149,123675,5
373618,1438,280605,5
373673,1629,382954,4
373973,66,136813,5
374023,820,192264,5
374393,592,343561,4
374682,240,340438,4
374877,546,124249,5
374929,1541,480775,3
375680,876,20480,5
375767,1982,428885,5
376157,647,185446,5
376159,129,476334,5
376223,1982,203111,1
376568,280,485728,4
376581,642,341072,5
376662,1209,365634,5
376773,1209,434800,4
376941,1356,27702,5
376974,1209,185056,5
377184,1593,173314,5
377670,642,480953,4
378030,200,487641,3
378134,664,467882,5
378590,1306,285039,4
378827,168,424740,5
378849,916,386744,5
378873,355,141453,4
378874,1171,141453,5
379404,1982,184917,5
379639,62,350769,5
380182,1209,232673,5
380581,607,322623,5
381053,609,288146,4
381119,947,370959,4
381215,473,65720,5
381617,632,55523,5
381706,1069,493129,5
381805,1559,176160,5
382069,1591,249414,5
382100,572,236470,5
382137,1005,373790,5
382195,445,239369,5
382307,810,472326,3
382447,1600,447165,5
382565,481,494194,5
382583,1005,126449,4
382646,876,494307,5
382982,1209,115178,5
383035,1078,358796,5
383740,514,169430,3
384369,2056,294000,4
384475,810,351536,3
384722,249,447921,2
384746,412,169430,4
385180,456,497410,5
385349,168,375776,5
385512,463,169430,5
385551,464,169430,4
385558,319,320982,5
385952,860,496594,5
386063,468,187128,4
386082,1904,358796,5
386164,66,498631,5
386418,1522,358974,5
386755,267,493701,5
386878,1119,344303,3
387166,1209,294224,5
387340,92,324621,4
387509,754,174512,0
387684,329,223426,5
387770,112,242779,4
387802,104,378624,5
387851,825,481065,5
388115,1913,500934,5
388149,379,291523,5
388425,1209,58836,5
388609,773,302094,5
388741,2072,186855,5
388805,1170,216568,5
388925,634,111520,4
389501,632,464253,5
389602,1209,463412,4
389610,2072,278140,5
389660,822,353485,3
389919,1005,108043,5
389931,1035,503084,5
390197,719,4470,5
390301,607,221044,4
390340,1078,87024,5
390730,1209,500983,5
390855,1035,282379,5
390918,397,330937,4
391111,903,68727,5
391126,186,502974,5
391268,573,260588,5
391545,1086,500790,4
391610,580,465829,4
392289,1209,359000,5
392486,749,464327,5
392851,744,324790,5
392973,177,242846,4
393138,498,418366,5
393400,116,499769,5
393739,667,311625,4
393807,2019,200297,5
394434,221,211040,4
394502,76,195852,4
394550,346,182010,5
394629,495,64667,5
395169,1716,120963,5
395249,719,195228,3
395792,1982,160497,5
396885,696,511442,5
397040,809,402698,4
397325,1209,266745,4
397501,1229,352005,5
397502,1823,508459,5
397646,2072,242818,5
397674,1171,99217,5
397943,1460,320625,5
397978,481,398487,5
398335,1209,380162,1
398342,116,84481,5
398897,608,506021,5
399546,56,47761,5
399827,580,286566,4
400469,1078,298757,5
400788,220,298757,5
400817,76,457510,4
401176,550,516297,5
401362,481,516625,5
401478,916,330649,1
402448,2015,104295,4
403046,605,217482,5
403435,346,466582,5
403693,56,65957,4
403991,860,497152,5
404208,1209,439927,5
404371,685,153188,5
404392,680,520327,5
404569,632,412888,5
404640,414,477205,5
404737,632,513539,5
404895,1835,220433,5
404936,800,521052,4
404940,168,160634,4
405059,2072,65957,5
405091,62,475746,5
405194,76,316717,5
405234,1209,423557,5
405275,2072,358524,5
405614,778,153188,5
405816,810,265954,4
405846,240,521933,4
406804,376,232311,5
407289,62,56003,5
407304,632,233238,5
407785,1595,365429,0
407857,1005,523013,5
407887,1460,512748,4
407928,1551,480470,5
408102,778,468146,5
408148,916,507408,5
408149,810,522177,5
408804,418,392739,5
408840,1978,521430,4
409348,432,293924,4
409470,203,526158,5
409527,1485,50214,1
409779,632,526469,5
409873,744,522177,5
410297,647,167534,5
410579,780,51717,5
410651,267,479851,5
410828,615,105963,3
410932,1078,520150,5
410963,632,249519,5
411064,468,256759,3
411069,1525,528299,5
411260,810,513539,3
411304,1209,293110,5
411412,1481,333845,5
411658,676,425677,3
411761,76,473806,5
412081,1078,471402,5
412114,481,231054,5
412361,776,313088,5
412425,1100,46777,4
412506,607,218859,5
412513,314,159084,5
412974,1982,198082,4
413128,88,331247,4
413322,534,241579,5
413568,1209,407030,5
413582,1809,56463,5
414196,1005,243120,5
414313,1151,463498,5
414460,220,143308,5
414515,644,532982,5
414584,719,267103,5
414626,845,481464,4
415157,810,518106,3
415265,280,265954,5
415587,220,461283,5
415701,916,461379,5
415764,1209,230319,5
415791,1536,508949,4
415860,352,245017,5
416414,1438,312577,5
416570,546,283390,5
416578,800,392622,5
416688,822,93997,5
416752,947,479695,5
416770,468,173314,5
416856,1209,322065,5
416932,648,131674,5
417074,1387,537024,5
417252,1551,293240,5
417480,846,322326,5
417505,481,134613,5
417644,376,317267,4
417653,1387,243120,5
417819,432,358698,5
417937,616,425677,5
418030,246,397927,5
418079,220,441498,5
418292,749,331817,4
418388,1209,377581,4
418660,1209,215014,5
418755,1209,339260,5
418973,930,389148,5
419101,44,232669,5
419251,376,540320,5
419492,664,535386,5
419635,480,217562,5
419636,754,541316,4
419971,40,541967,5
420213,605,527607,4
420826,1522,291344,5
420829,481,462496,5
421200,749,232190,4
421288,673,541554,4
421361,56,248023,4
421445,468,544593,5
421632,84,11297,5
421736,1171,91392,4
422610,505,546485,5
422798,820,546897,5
422931,468,162296,5
423057,1524,111520,4
423065,632,359533,4
423073,1387,213983,5
423084,2072,210406,5
423103,224,107583,5
423331,820,377712,5
423466,432,423986,5
423539,607,207157,5
423942,644,549075,5
424023,1170,381144,5
424107,1209,22655,5
424257,754,204153,5
424435,412,42617,5
424497,267,202865,3
424560,543,289510,5
424788,155,468351,3
424941,1602,324136,4
425014,432,351578,5
425402,947,551556,5
425571,220,156712,5
425726,916,527515,5
425915,542,330505,5
425965,1322,552438,5
425970,1861,455163,5
426006,430,372553,5
426061,749,545911,5
426111,1078,546391,5
426146,860,179880,5
426609,155,13483,5
426613,736,81611,5
426876,76,364433,5
426892,749,227652,4
426953,62,549669,4
427235,1078,55827,5
427277,445,352538,3
427397,822,354675,4
427924,2078,539644,5
427980,749,241130,5
428151,376,541946,5
428167,432,93911,5
428402,468,10951,5
428562,1209,429463,5
428606,719,36187,5
428658,168,214008,5
428848,607,27961,5
428907,1631,547235,0
429301,1356,558766,4
429430,1129,358796,5
429470,198,431785,5
429526,1005,452653,5
429536,1078,286615,5
429801,329,548156,4
429947,282,541422,5
429963,432,188119,5
430288,1184,279506,3
430312,822,230046,4
430349,1306,489802,5
430647,62,283251,4
430685,464,340130,5
430694,992,559815,4
430757,1600,548958,5
431119,958,32143,4
431431,56,291188,0
431642,719,17803,4
431674,930,518108,5
432000,1947,407088,5
432037,1078,335585,5
432118,607,307454,5
432328,480,56157,5
432340,220,75805,5
432378,278,188792,5
432491,94,531768,5
432505,916,565369,5
432790,49,365923,5
432972,346,366118,5
433025,280,557801,5
433075,507,257993,4
433221,220,566710,5
433294,860,190441,5
433687,1835,27678,5
433688,1236,524997,4
433706,1485,567554,1
433783,1944,156671,5
434003,220,189465,4
434249,647,138429,5
434353,1835,187281,5
434413,220,433068,5
434594,671,467565,4
435492,76,414969,5
435736,1209,407007,4
435794,220,185926,5
435987,1600,301143,5
436399,1078,432706,4
436528,544,68460,5
436668,1157,256411,4
436815,912,145811,4
436850,749,6406,5
437037,2072,199198,5
437270,430,365545,5
437510,566,339142,5
437621,822,281887,5
437673,607,574244,5
437709,1005,173880,5
437728,56,246145,5
437836,916,574716,5
437889,76,29782,5
438106,860,270514,4
438132,860,277462,4
438257,1266,558466,1
438429,607,285039,5
438451,1207,522496,5
438593,1451,244221,5
438604,1505,532510,5
438936,744,577033,5
438952,749,145489,5
439182,647,104295,4
439213,860,437983,5
439309,810,305702,3
439471,343,53932,5
439681,1078,296964,5
439691,165,64780,5
439760,1438,441949,5
439919,1209,138861,4
440061,1171,537179,4
440351,642,579520,4
440421,632,189160,5
440565,1982,421374,5
440701,1148,240552,5
441003,178,217867,4
441264,1170,486671,5
441301,1209,313833,5
441444,897,455163,4
441753,547,101376,5
441860,686,97895,5
441874,571,579298,1
441988,860,268058,5
442441,432,583702,5
442628,1605,151770,5
442993,1078,577585,5
443489,220,187373,5
444043,1356,569730,5
444269,261,515663,5
444402,744,452576,5
445143,1693,580647,5
445421,76,47559,5
445569,1387,589269,5
445839,744,570031,5
445940,1209,139761,5
445946,749,506426,5
446151,607,572672,5
446280,780,590458,5
446478,456,170275,4
446734,607,231507,5
446836,456,591479,4
446843,536,46660,4
446900,1438,1535,3
447100,543,223979,5
447132,71,580861,5
447229,1605,589699,5
447419,607,437727,5
447771,760,136997,4
447791,744,527834,5
448152,155,232190,1
448455,56,589581,4
448464,851,558287,5
448635,1780,522496,5
448653,76,534623,3
449358,854,479703,4
449457,1873,232823,5
449607,319,122878,3
450185,1042,269521,5
450417,607,567976,5
450452,1209,592426,4
450734,246,251694,5
450833,749,405126,5
450870,1236,203823,5
450921,1209,25455,5
451212,220,189643,5
451318,576,598659,5
451375,1005,580790,5
451499,1005,532284,5
451573,567,199657,4
451895,614,580861,5
452069,1559,372163,3
452370,607,131351,5
452401,1209,543934,5
452500,142,168462,4
452509,356,591035,5
452547,1005,212914,3
452643,56,600923,5
452873,1778,107583,5
452883,1209,368078,5
453166,822,358681,5
453354,1209,586254,5
453687,1005,362213,5
453778,1209,515606,5
453825,556,59064,5
454752,414,262090,5
454795,56,229605,5
455161,1267,138861,4
455463,607,467541,5
455530,860,389431,5
455730,1446,162826,2
455732,468,95241,5
455900,56,241538,5
455924,191,430205,5
455969,1904,254415,5
456208,548,606866,5
456527,153,607948,5
456608,744,600146,5
456817,1032,523910,4
456892,1100,548189,3
456945,1317,605613,2
457045,1387,599018,5
457189,1171,290744,3
457245,80,570539,5
457411,1649,556697,4
457438,648,30503,5
457653,1873,434697,5
457740,916,610173,5
457881,820,93911,5
458331,1236,404046,5
458781,520,612234,5
458986,536,404988,3
459214,319,501160,4
459220,1005,508919,5
459612,1423,232669,5
459647,232,246145,5
459723,1423,1535,5
459749,324,311045,5
459992,1753,59163,5
460199,1209,93006,5
460217,246,253988,5
460337,607,139513,5
460772,232,614605,4
461033,220,38901,5
461195,647,55589,5
461293,1209,583276,5
461809,860,585706,1
462026,1387,30716,5
462237,822,568481,5
462241,1005,555532,4
462247,558,618557,5
462642,1209,601700,5
462727,1423,346662,5
462870,648,189280,4
462898,2056,377039,3
463103,916,337963,3
463126,1967,594559,5
463163,640,619636,4
463216,647,166294,5
463232,632,614239,2
463368,117,403246,5
463488,1032,145960,4
463652,1078,229187,5
463725,721,420391,5
463765,916,541070,5
463862,822,192974,5
463879,647,484613,5
463905,744,483454,5
463982,744,337785,5
464145,632,620340,4
464201,415,85826,5
464269,2056,219942,5
464587,581,135566,4
464675,1209,340503,5
464709,809,94168,5
464777,142,446671,5
465225,1387,226989,5
465285,481,453216,5
465368,1035,487233,4
465466,487,290578,5
465508,607,580295,5
465569,615,223854,5
465976,820,425105,3
466087,1387,625319,5
466208,820,396955,5
466347,664,530188,5
466395,1423,570795,5
466712,319,473597,3
466861,1633,222154,4
466862,1633,531155,5
466863,1633,554142,4
466864,1633,166413,4
466881,153,392589,5
466948,1904,572191,5
467000,947,124416,4
467018,607,366559,5
467070,903,51303,5
467074,952,480274,5
467163,1209,226438,5
467170,1387,565381,5
467236,744,449246,5
467244,693,174991,4
467414,2072,500790,5
467571,76,358548,5
467594,76,104162,5
467726,117,607536,5
467746,481,319943,4
467791,632,573656,5
467861,1024,630014,4
468087,76,630336,5
468267,1605,146486,5
468330,1420,281122,3
468743,1249,583643,5
468933,1209,632224,5
469155,1551,164610,4
469187,167,167226,3
469253,1481,535033,5
469425,76,631319,5
469627,1978,617484,2
469684,690,35106,3
469688,754,625829,4
469795,150,39038,3
469875,1078,303447,5
470141,356,85776,5
470360,592,82994,5
470740,834,619248,3
470742,1209,49918,5
470763,56,358710,5
471029,1032,593185,5
471044,810,306797,5
471310,2032,628854,5
471524,1209,400420,5
471608,671,98919,5
471638,76,352271,5
471639,175,352271,5
471640,66,352271,5
471654,271,559355,5
471696,1078,404843,5
471889,56,616211,5
471949,794,236470,5
472427,236,639848,5
472585,1209,65573,5
472660,680,525471,2
472826,536,640693,1
472857,76,82188,5
473067,381,634055,5
473211,62,30298,5
473224,822,495568,5
473440,381,379750,5
473584,1209,336058,5
473811,297,352271,5
473945,1429,256411,4
474337,2056,348803,4
474411,1209,229850,5
474563,1035,531155,5
474639,519,340130,5
474708,76,436290,5
474829,647,620435,5
474939,1209,538578,5
475025,780,633192,4
475037,1117,598605,5
475140,1209,599466,5
475675,860,399336,5
475689,520,525087,5
475813,1387,648140,4
475894,351,182010,5
475968,647,159559,5
476252,346,649331,3
476346,54,236470,5
476429,275,210847,5
476572,634,183648,5
477006,932,466239,4
477123,1551,609157,2
477488,1870,294103,5
477490,1243,443472,5
477498,76,495579,5
477734,346,174096,4
477778,1005,627346,5
477801,665,153188,5
477853,1945,653905,5
478025,556,526403,5
478327,1078,493701,4
478338,1165,524733,4
478434,810,60492,5
478767,686,539455,5
479041,519,369715,3
479128,689,29014,5
479187,1551,307731,4
479243,220,658717,5
479382,822,130886,5
479656,1423,573173,5
479861,820,533483,5
479936,56,415212,5
480020,211,242536,5
480216,2057,662636,5
480404,1032,225349,5
480545,378,597902,5
480561,123,446143,5
480709,1209,3288,5
480758,220,548963,5
480769,1627,663455,4
480867,76,663455,5
481015,232,156951,2
481086,220,181847,5
481162,1209,233500,5
481317,1209,30298,5
481348,552,263513,4
481369,1209,368897,5
481453,56,627002,5
481462,211,597546,5
481732,822,654507,5
481863,1078,664637,4
481953,142,315301,5
481981,1387,664304,5
482319,860,196369,5
482356,1209,180506,5
482482,62,357323,5
482526,822,537601,5
482792,2072,239758,5
482897,1209,559087,5
483083,102,153188,5
483188,211,400708,5
483195,296,546010,5
483332,142,260975,5
483804,498,102586,5
484036,607,498227,5
484200,810,668895,5
484788,2086,377537,5
484957,1246,344069,5
484982,552,486761,4
485019,246,666014,5
485235,378,671688,5
485331,1356,335284,5
485454,1417,662534,5
485509,108,153188,3
485570,601,640726,5
486007,601,178010,5
486012,378,673161,5
486292,810,177933,2
486355,1209,230303,4
486570,192,91326,4
486746,56,334457,5
486880,397,199198,5
486974,747,463763,5
487076,168,59064,5
487569,358,644953,1
487628,479,676527,5
487672,142,113941,5
487863,822,443534,3
488314,646,652558,5
488351,232,400708,4
488483,1209,666682,5
488534,1967,280840,4
488907,1086,578636,5
489111,176,531768,5
489126,1209,679772,5
489264,589,566447,5
489301,2086,302094,5
489388,192,680440,5
489460,468,437900,5
489471,376,544026,4
489498,825,569012,4
489567,1032,654837,5
489651,351,4470,5
489790,1209,309722,5
489972,903,532668,5
490159,1978,678669,5
490475,334,619508,5
490743,102,101732,5
490948,1209,683661,5
491179,56,185684,5
491202,1236,411567,5
491209,920,153188,4
491518,1078,41370,5
491548,607,286209,5
491694,267,588876,4
491710,1293,227024,5
491954,810,665896,3
492165,1387,407884,5
492241,1119,673282,5
492262,154,192972,5
492360,1904,51931,5
492406,468,488174,5
492909,1209,382088,5
493516,378,104295,4
493678,1873,524733,5
493692,1209,437727,5
493750,809,65803,5
493902,1605,362892,5
493909,142,169969,5
494114,1209,173314,5
494135,376,193014,4
494145,647,231951,5
494273,1209,628785,5
494432,1293,548123,5
494506,361,692015,1
494575,605,512309,4
494785,1721,598340,5
494792,319,409910,4
494963,334,520150,5
495098,1904,258223,5
495209,420,167003,3
495330,2086,282215,5
495865,1209,275438,5
495932,414,465542,5
495979,1209,399474,3
496203,1387,52722,5
496302,860,635294,5
496347,1005,559206,5
496457,1505,668205,0
496474,1209,297099,5
496508,179,289319,3
496764,1209,527823,5
496798,1032,678862,5
496833,246,444534,5
497259,1209,171834,5
497593,1209,140787,5
497861,607,420929,5
497961,479,353084,5
498174,1005,701637,5
498374,246,478964,5
498400,1267,361238,5
498517,487,660923,5
499098,1209,238476,5
499222,82,695362,2
499461,58,437767,3
499606,744,250238,5
499850,1209,692140,1
499889,1293,49918,5
500083,1236,542953,5
500111,104,578636,5
500190,1559,620879,5
500334,810,307059,5
500445,198,232933,5
501201,451,344750,5
501406,810,706860,3
501444,76,206722,2
501449,607,416848,5
501451,139,582099,5
501530,104,680599,5
501553,1209,192002,5
501618,519,233801,5
502011,647,373083,5
502057,744,429104,5
502102,1209,708259,5
502148,246,140132,5
502202,744,708398,5
502230,686,332909,5
502243,1032,150497,5
502446,192,134289,5
502454,1209,708928,5
503032,1209,522505,5
503146,1209,43492,5
503171,1035,709330,5
503219,664,26290,5
503227,607,681465,5
503336,1149,439066,5
503344,607,222564,5
503411,102,468769,5
503892,261,193804,5
503914,420,325816,4
504068,1209,674190,1
504236,120,697020,4
504358,376,173579,5
504528,617,496887,3
504651,1209,245017,2
504707,1293,394955,5
505207,1209,479573,4
505226,1209,546802,5
505275,619,713796,5
505379,480,680809,5
505454,261,256155,4
505603,1209,180789,5
505668,744,633653,5
505832,1005,714360,5
505839,1293,113941,5
506066,129,135863,5
506278,528,715762,5
506345,947,315635,5
506592,1293,139541,5
506811,468,452878,5
506940,110,484692,5
507007,1209,401711,3
507010,1005,717154,5
507288,246,587965,5
507456,246,82737,5
507497,481,718084,1
507499,607,718095,5
507547,916,286502,5
507558,519,520150,4
507687,1209,499050,4
507989,76,393721,5
508072,1005,326039,5
508313,1209,68884,4
508490,1149,580134,4
508692,1807,404956,4
508719,167,425677,5
508966,690,689750,5
509126,102,287084,3
509752,116,72254,5
509797,468,476077,5
509809,1861,571469,5
510091,965,281628,5
510126,1005,281098,4
510180,76,591307,5
510248,851,576475,5
510343,471,65768,3
511183,607,687419,5
511675,686,655830,4
511826,916,370332,5
511919,1873,208902,4
511961,607,229524,4
512143,794,312760,5
512566,744,726803,5
513327,947,726393,4
513348,2072,504438,4
513415,777,29908,5
513543,432,219167,5
513744,1982,632249,5
513745,1982,62264,5
513746,1982,129836,5
513747,1982,251686,5
513748,1982,95743,5
513749,1982,37036,5
513850,571,709542,5
513895,246,720932,5
514043,1209,485915,4
514317,1209,573639,5
514492,463,335737,1
514501,744,358893,5
514615,876,668254,4
514904,601,140132,5
515283,551,95743,5
515357,40,715828,5
515384,860,683389,5
515684,481,354540,5
515924,566,209028,5
516267,607,456116,4
516301,76,154853,5
516555,76,587251,5
517083,607,143721,5
517271,1078,470799,5
517461,777,451700,5
517476,172,724593,5
517845,647,103628,5
518023,542,600761,4
518135,810,425629,5
518288,947,708029,5
518294,607,633632,4
518342,916,703740,5
518390,230,736527,5
518409,376,500860,2
518442,1600,480935,4
518483,1540,185113,4
518613,1236,365507,5
518945,142,513784,5
519224,1209,387912,5
519372,167,581193,2
519400,2072,500148,5
519521,693,48902,5
519607,607,738666,5
519743,468,363354,5
519761,1505,565910,5
519787,76,233495,4
520068,1209,293873,5
520846,1078,722761,5
521012,1005,216736,5
521285,319,449825,5
521438,1540,5060,4
521499,1209,612948,4
521662,1633,616595,5
522124,1438,105692,0
522278,1209,440047,5
522416,632,624357,5
522706,998,743373,5
522815,76,427761,5
523019,1236,654929,5
523168,261,601098,5
523174,318,607376,5
523337,607,684021,4
523650,142,99979,5
523725,456,745765,3
523858,747,510149,5
524051,903,739399,5
524513,1078,567380,5
524537,71,747189,5
524594,860,747263,5
524643,512,252849,5
524953,114,394085,5
525288,632,206722,3
525334,1236,532390,5
525436,916,716192,5
525457,200,62715,5
525523,1207,745182,5
525801,810,33159,5
526008,480,255344,4
526011,747,33159,4
526121,1074,346860,4
526125,110,90086,5
526254,860,250440,5
526470,1209,18344,5
526849,1551,168896,5
526964,916,550834,1
527211,1209,744939,5
527473,930,752389,5
527547,481,752813,5
527592,66,314792,5
527648,1005,290963,4
527667,1078,278516,5
527855,647,753332,5
528021,1209,135951,5
528336,1157,542624,4
528462,1078,447283,5
528504,397,716192,5
528815,346,710809,5
528969,1443,743003,4
529332,468,205028,5
529509,456,485112,5
529585,1387,443578,5
529589,451,616750,5
529732,744,359716,5
530025,2086,744478,1
530036,56,615679,5
530111,822,756218,4
530245,1005,689332,5
530733,1605,209203,5
530991,502,109110,5
531135,1423,58075,5
531252,252,174991,3
531263,592,594755,2
531413,1209,727691,5
531652,1005,216664,2
532223,947,65573,5
532326,179,466212,5
532444,749,752858,4
532456,278,4470,5
532581,76,157785,5
532826,930,166294,5
532967,481,762332,5
532978,38,596506,5
533124,1429,268641,5
533362,1873,311926,5
533764,947,763768,4
533779,2078,218991,5
533880,355,623266,5
534051,1100,125640,3
534190,1005,587114,5
534310,1209,457690,5
534441,468,749914,4
534699,810,766562,5
534874,780,230860,4
535723,1078,326902,4
535775,916,164913,5
535807,56,292308,4
535854,607,54678,4
535969,588,465081,5
535996,543,768716,5
536050,1078,472215,5
536369,1602,656809,5
536485,1171,600761,5
536507,916,265114,4
536584,1078,627839,5
536651,1119,488200,0
536776,1387,694381,5
536894,1209,536944,3
536909,667,365767,4
536983,777,92886,4
536999,1209,431985,0
537043,76,45058,5
537093,49,564813,0
537159,76,768289,5
537174,310,684021,5
537525,1117,229448,3
537571,267,292100,5
537800,749,711073,5
538124,512,766914,0
538174,1048,86520,4
538537,1034,61493,5
538689,142,121354,2
538733,1832,194953,5
538797,1551,374498,4
538839,664,735704,4
538934,118,209942,3
539004,1387,773376,0
539011,72,637262,0
539212,356,38182,0
539288,152,773893,5
539550,689,345297,1
539924,754,774850,0
540146,250,721058,4
540161,696,341135,5
540187,319,749377,3
540329,1355,176615,5
540336,693,39713,3
540746,566,100811,5
540754,1293,591748,5
540760,604,199657,4
541189,543,399932,0
541315,1078,316717,4
541353,220,464509,5
541370,1423,12423,5
541425,1387,148361,5
541551,104,128473,5
541613,56,342159,5
541937,76,166294,5
542074,744,592019,5
542110,167,55578,5
542326,860,496829,5
542351,1387,604568,5
542556,1522,631750,5
542658,102,130606,4
542925,1438,775937,4
543151,1505,329769,5
543175,809,742824,4
543542,777,683179,4
543706,76,718967,5
543804,506,437237,5
544012,1171,485728,5
544168,159,530311,4
544703,683,647591,5
544839,76,310874,5
544953,423,704945,0
545070,947,185113,5
545100,1005,596235,5
545198,76,592373,0
545252,685,446143,5
545340,1034,569627,5
545409,566,756573,4
545833,1209,657911,5
546535,58,162826,5
546747,632,142367,4
546769,1209,443633,5
546778,1005,135470,5
546920,1209,168881,5
547010,558,90633,5
547030,1157,232933,4
547202,1209,786813,5
547323,120,686434,5
547334,1629,49874,4
547472,1209,736084,5
547522,432,705886,4
547833,468,184576,4
548088,136,747588,5
548392,1175,317735,4
548646,1451,726003,3
548869,1181,95743,0
549326,215,552702,5
549435,1317,140943,4
549617,1267,458738,4
549619,607,358075,5
549766,810,452606,3
550164,576,780172,4
550261,683,792358,2
550387,777,446143,5
550696,314,185285,5
550780,267,727055,4
551022,487,171084,5
551137,2056,255179,5
551139,809,331918,4
551171,947,293361,4
551208,947,745645,4
551356,150,766989,5
551958,947,226066,5
552187,1133,15417,4
552270,544,704950,4
552315,192,624803,5
552654,744,797312,5
552756,552,244809,4
553031,916,798244,5
553071,1209,169674,5
553456,56,519118,5
553798,1522,767917,4
554037,665,442862,5
554096,487,131510,0
554149,1149,55523,5
554316,2056,44383,5
554560,1103,199953,4
554881,232,625864,5
555054,749,696989,5
555276,1809,692779,5
555693,1078,629291,2
555700,632,802526,5
556057,352,566447,5
556240,179,448933,5
556444,481,184469,5
556788,56,747556,5
556927,947,106624,3
557106,319,321118,4
557460,1209,373495,5
557464,159,451401,5
557879,346,762195,5
557940,615,464080,5
557945,676,356062,5
558221,1460,309360,5
558539,930,518614,5
559102,1236,192344,4
559105,1079,807218,5
559477,607,747540,5
559534,810,757453,5
560006,236,744610,5
560059,56,705886,5
560064,49,385836,5
561112,1117,810890,5
561301,1809,562485,5
561386,1460,674484,5
561684,632,739173,5
561744,76,488587,5
561800,1522,185142,5
562135,1557,439210,5
562217,540,249363,4
562328,173,348773,5
562482,573,740619,5
562569,201,620879,5
562838,1356,628279,5
562962,860,748565,5
563515,1267,753431,5
563550,271,790682,5
563743,451,557643,5
563918,198,643786,5
564031,1881,384041,4
564196,860,629920,5
564243,1005,500905,5
564877,1149,496803,5
565281,179,685701,5
565338,232,175727,2
565532,744,217482,0
565577,519,631750,1
565715,916,809733,5
566022,930,56003,4
566301,102,587114,2
566421,1522,522099,5
566474,153,1535,5
566523,519,704678,5
567046,810,519118,4
567405,686,813130,5
567425,566,777453,5
567755,141,727055,4
568022,502,34196,5
568203,378,791480,5
568600,451,821901,5
568619,1005,211521,0
568791,1209,583784,5
568984,168,728160,4
569618,747,50969,4
570152,634,357293,4
570212,608,522177,4
570289,897,291292,5
570312,76,395482,5
570331,1100,291523,5
570589,632,589777,4
570849,607,251686,5
570947,744,61569,5
571133,780,289680,5
571188,168,206722,5
571388,168,277825,3
571504,220,721674,5
571720,1005,522177,4
571786,903,805770,5
572189,647,443633,5
572242,810,611201,5
572368,153,600001,5
572640,86,827767,5
572767,56,119353,4
573082,773,83642,5
573251,607,135377,4
573344,958,663507,5
573384,153,828845,5
573524,947,294435,5
573570,1035,619627,5
573595,1133,651269,5
573937,1209,159532,5
574080,974,58104,0
574175,468,657246,4
574714,1481,704950,5
574774,571,4500,5
575150,1129,665137,4
575330,1320,446143,3
575342,834,199657,3
575544,947,570804,5
575722,487,570804,3
575834,411,524486,5
575883,541,366396,5
575930,142,537188,4
576291,220,831970,5
576405,1209,826620,4
576444,1149,832239,5
576800,916,388905,0
577061,647,316523,5
577568,203,834533,0
577847,916,834893,5
578001,636,141610,5
578132,198,362646,3
578717,1873,27922,5
578816,246,796596,5
578839,615,438003,5
578865,1078,517198,5
578913,607,738763,5
579036,136,297557,3
579038,607,504064,5
579814,432,232886,5
579829,310,281399,5
579962,397,801134,5
580168,947,237951,5
580198,1721,232886,4
580305,1591,5060,4
580547,916,680964,5
580554,346,651269,0
580822,1042,839810,5
580943,2072,160974,5
581026,1873,650039,5
581046,76,579415,5
581287,1873,138799,5
581440,736,95743,5
581865,1873,203111,5
581929,63,64625,5
582214,91,601227,5
582359,632,468972,5
582553,267,591307,5
582666,903,68960,5
583049,2066,139381,5
583446,445,242007,5
583483,2078,56003,5
583498,346,56003,5
